object_id,Title,Date,Technique,Collection ID,Collection,Place,Tags,Copyright,Creator,URL
2751,Міська народна школа,1917,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бяла,"Місто, вулиця, забудова, школа",невідомий;B.L.B.1915;Бібліотека Інституту народознавства Академії наук України,невідомий;B.L.B.1915;Бібліотека Інституту народознавства Академії наук України,https://uma.lvivcenter.org/uk/photos/2751
2752,Костел у м. Бяла,1907,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бяла,"Костел, люди",невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,https://uma.lvivcenter.org/uk/photos/2752
2753,Українська гімназія в Берегові,1930-1934,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Кути,"Гімназія, забудова, ріка, набережна",невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,https://uma.lvivcenter.org/uk/photos/2753
2754,Колишнє казино комітату Берег,1923-1924,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Кути,"Казино, архітектура, ріка, люди",невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,https://uma.lvivcenter.org/uk/photos/2754
2755,Давнє казино комітату Берег,1927,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Кути,"Казино, архітектура, ріка","невідомий;JKO, Прага;Бібліотека Інституту народознавства Академії наук України","невідомий;JKO, Прага;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2755
2756,Ринкова площа,1930-1938,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Берегове,"Площа, ринок, ратуша, люди","невідомий;Фотоательє Темак, Ужгород;Бібліотека Інституту народознавства Академії наук України","невідомий;Фотоательє Темак, Ужгород;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2756
2757,Загальний вид Берегова,1930-1939,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Берегове,"Панорама, забудова, ринок, ратуша","невідомий;Фотоательє Темак, Ужгород;Бібліотека Інституту народознавства Академії наук України","невідомий;Фотоательє Темак, Ужгород;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2757
2758,Панорама Берегова,1927,Postcards,8_pict,"Бібліотека Конгресу США, Вашингтон",Кути,"Панорама, забудова, архітектура, ринок","невідомий;JKO, Прага;Бібліотека Інституту народознавства Академії наук України","невідомий;JKO, Прага;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2758
2759,Ринок,1920-1939,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Галич,"Панорама, забудова, ринок, костел","невідомий;""Сучасне мистецтво"", Перемишль;Бібліотека Інституту народознавства Академії наук України","невідомий;""Сучасне мистецтво"", Перемишль;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2759
2760,Школа Св. Йосифа,1910-1914,Postcards,10_pict,Ігор Котлобулатов,Львів,"Вулиця, забудова, архітектура, школа",невідомий;невідомий;Ігор Котлобулатов,невідомий;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/2760
2766,Ринок,1920-1939,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Галич,"Площа, костел, криниця, скульптура","невідомий;""Штука"", Львів;Бібліотека Інституту народознавства Академії наук України","невідомий;""Штука"", Львів;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2766
2767,Ратуша та Ринок,1915,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Галич,"Ратуша, площа, забудова, гора, замок","невідомий;Е. Шрайер, Відень;Бібліотека Інституту народознавства Академії наук України","невідомий;Е. Шрайер, Відень;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2767
2768,Церква Св. Миколая,1920-1939,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Галич,Церква,"невідомий;""Сучасне мистецтво"", Перемишль;Бібліотека Інституту народознавства Академії наук України","невідомий;""Сучасне мистецтво"", Перемишль;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2768
2769,Народна школа ім. Б. Грінченка,1920-1925,Postcards,10_pict,Ігор Котлобулатов,Львів,"Школа, будівля, навчальний заклад, люди",невідомий;невідомий;Ігор Котлобулатов,невідомий;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/2769
2770,Церква,1920-1939,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Галич,"Храм, будинок, релігія","невідомий;""Сучасне мистецтво"", Перемишль;Бібліотека Інституту народознавства Академії наук України","невідомий;""Сучасне мистецтво"", Перемишль;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2770
2771,Залізничний вокзал,1915,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Галич,"Вокзал, залізниця, колії, ліхтарі, люди","невідомий;Е. Шрайер, Відень;Бібліотека Інституту народознавства Академії наук України","невідомий;Е. Шрайер, Відень;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2771
2772,Глинянська ратуша,1908,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Глиняни,"Ратуша, вулиця, люди, гужовий транспорт, ліхтарі","невідомий;С. Унгар, Глиняни;Бібліотека Інституту народознавства Академії наук України","невідомий;С. Унгар, Глиняни;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2772
2773,Вулиця Личаківська,1938-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Вулиця, монастир, автомобілі, люди, поштова скринька",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2773
2774,Вежа Корнякта,1938-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Вежі, сквер, ратуша",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2774
2775,Нічний вид Львівської опери,1938,Photograph,51_pict,Mapина Курсанова,Львів,"Опера, площа, міський бульвар, ніч",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2775
2776,Храм Св. Софії,1938,Photograph,51_pict,Mapина Курсанова,Львів,"Костел, сквер, міська зелень","Адам Ленкевич;""Книжниця-Атлас"", Львів;Марина Курсанова","Адам Ленкевич;""Книжниця-Атлас"", Львів;Марина Курсанова",https://uma.lvivcenter.org/uk/photos/2776
2777,Панорама Львова,1930-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Панорама, забудова, ратуша, катедра, театр",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2777
2786,Будівництво автобусного заводу,1945-1950,Photograph,21_pict,Володимир Румянцев,Львів,"Завод, цех, будівництво",невідомий;Неопубліковані ресурси;Володимир Румянцев,невідомий;Неопубліковані ресурси;Володимир Румянцев,https://uma.lvivcenter.org/uk/photos/2786
2789,Зал засідань львівської ратуші,1935-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Ратуша, зал, меблі, картини, освітлювальні прилади",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2789
2790,Церква Св. Миколи на Кайзервальді,1938-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Церква, дерево, архітектура",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2790
2791,Костел Св. Йоана Хрестителя,1938-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Костел, площа, сквер",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2791
2800,Окружне віче в Бережанах 30.1.1906,1906-1915,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бережани,"Місто, площа, віче, люди",невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,https://uma.lvivcenter.org/uk/photos/2800
2801,Дорога до Раю в Бережанах,1930-1939,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бережани,"Шосе, алея, автомобіль, люди","невідомий;Марія Вишневська, Бережани;Бібліотека Інституту народознавства Академії наук України","невідомий;Марія Вишневська, Бережани;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2801
2803,Замок Сенявських в Бережанах,1900-1914,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бережани,"Замок, став, міст","невідомий;L. Mullner, Brzezany;Бібліотека Інституту народознавства Академії наук України","невідомий;L. Mullner, Brzezany;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2803
2804,Замок в Бережанах,1914-1918,Photograph,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бережани,"Місто, замок, руйнування, війна",невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,https://uma.lvivcenter.org/uk/photos/2804
2806,Загальний вид Бережан,1910-1911,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бережани,"Місто, панорама, забудова, церква, костел","невідомий;Видавництво салону польських художників, Краків;Бібліотека Інституту народознавства Академії наук України","невідомий;Видавництво салону польських художників, Краків;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2806
2807,Загальний вид міста,1936,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бережани,"Місто, загальний вид, забудова, церква, костел","невідомий;Марія Вишневська, Бережани;Бібліотека Інституту народознавства Академії наук України","невідомий;Марія Вишневська, Бережани;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2807
2809,Бережани. Вокзал,1912-1915,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бережани,"Місто, вокзал, вагон, люди, газовий ліхтар","невідомий;Видавництво салону польських художників, Краків;Бібліотека Інституту народознавства Академії наук України","невідомий;Видавництво салону польських художників, Краків;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2809
2810,Вид на місто Бережани,1912,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бережани,"Місто, панорама, забудова","невідомий;Nakl. L. Mullner, Brzezany;Бібліотека Інституту народознавства Академії наук України","невідомий;Nakl. L. Mullner, Brzezany;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2810
2811,Пошта і телеграф. Став. Рай.,1912,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Бережани,"Місто, вулиця, відпочинок, став, парк","невідомий;Видавництво салону польських художників, Краків;Бібліотека Інституту народознавства Академії наук України","невідомий;Видавництво салону польських художників, Краків;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2811
2812,Літній відпочинок дітей,1930-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Міська бетонярня, споруди, транспорт, діти",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2812
2823,Серійні автонавантажувачі Львівського заводу автонавантажувачів,1949,Photograph,55_pict,Марія Фернеза,Львів,"Завод, подвір'я, автонавантажувачі",невідомий;Неопубліковані ресурси;Марія Фернеза,невідомий;Неопубліковані ресурси;Марія Фернеза,https://uma.lvivcenter.org/uk/photos/2823
2824,Пам'ятник королю Яну ІІІ Собеському,1938-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Пам'ятник, сквер, адміністративна споруда, люди",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2824
2825,Фонтан на площі Ринок,1938-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Ринок, фонтан, універмаг, торгівля",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2825
2826,Ринок на західній частині площі Ринок,1938-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Площа, базар, торгівля, люди",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2826
2827,Парк ім. І. Франка,1938-1939,Photograph,51_pict,Mapина Курсанова,Львів,"Міський парк, дирекція залізниці",Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,Адам Ленкевич;Неопубліковані ресурси;Марина Курсанова,https://uma.lvivcenter.org/uk/photos/2827
2828,Виробничий процес на заводі автонавантажувачів,1948-1949,Photograph,55_pict,Марія Фернеза,Львів,"Завод, цех, виробництво",невідомий;Неопубліковані ресурси;Марія Фернеза,невідомий;Неопубліковані ресурси;Марія Фернеза,https://uma.lvivcenter.org/uk/photos/2828
2829,Виробничий процес на заводі автонавантажувачів,1948-1949,Photograph,55_pict,Марія Фернеза,Львів,"Завод, цех, станок, виробництво",невідомий;Неопубліковані ресурси;Марія Фернеза,невідомий;Неопубліковані ресурси;Марія Фернеза,https://uma.lvivcenter.org/uk/photos/2829
2831,Цех заводу автонавантажувачів,1948-1949,Photograph,55_pict,Марія Фернеза,Львів,"Завод, цех, станок, робітниця",невідомий;Неопубліковані ресурси;Марія Фернеза,невідомий;Неопубліковані ресурси;Марія Фернеза,https://uma.lvivcenter.org/uk/photos/2831
2832,Автонавантажувачі у заводському подвір'ї,1949-1950,Photograph,55_pict,Марія Фернеза,Львів,"Завод, подвір'я, автонавантажувіачів",невідомий;Неопубліковані ресурси;Марія Фернеза,невідомий;Неопубліковані ресурси;Марія Фернеза,https://uma.lvivcenter.org/uk/photos/2832
2833,Серія автонавантажувачів на заводському подвір'ї,1949-1950,Photograph,55_pict,Марія Фернеза,Львів,"Завод, подвір'я, продукція, автонавантажувачі",невідомий;Неопубліковані ресурси;Марія Фернеза,невідомий;Неопубліковані ресурси;Марія Фернеза,https://uma.lvivcenter.org/uk/photos/2833
2834,Крамниця делікатесів Івана Гаркавого,1910,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Делятин,"Вулиця, будинок, крамниця, люди, гасовий ліхтар","невідомий;Е. Шрайер, Станіславів;Бібліотека Інституту народознавства Академії наук України","невідомий;Е. Шрайер, Станіславів;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2834
2835,Солеварня,1900-1905,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Делятин,"Підприємство, гори","невідомий;Д. Шрайер, Станіславів;Бібліотека Інституту народознавства Академії наук України","невідомий;Д. Шрайер, Станіславів;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2835
2836,Купальня,1910,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Делятин,"Лікувальний заклад, подія, люди, прапори","невідомий;Е. Шрайер, Станіславів;Бібліотека Інституту народознавства Академії наук України","невідомий;Е. Шрайер, Станіславів;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2836
2837,Ринок,1910-1914,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Делятин,"Вулиці, забудова, ринок","невідомий;Е. Шрайер, Станіславів;Бібліотека Інституту народознавства Академії наук України","невідомий;Е. Шрайер, Станіславів;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2837
2838,Ратуша та Ринок,1909,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Делятин,"Площа, забудова, ратуша",невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,https://uma.lvivcenter.org/uk/photos/2838
2839,Залізничний вокзал,1929-1931,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Делятин,"Вокзал, архітектура, транспорт","Л. і М. Геллер, Надвірна;Аба Геллер, Надвірна;Бібліотека Інституту народознавства Академії наук України","Л. і М. Геллер, Надвірна;Аба Геллер, Надвірна;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2839
2840,Залізничний вокзал,1910-1914,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Делятин,"Вокзал, колії, поїзд, люди, ліхтар","невідомий;Е. Шрайер, Станіславів;Бібліотека Інституту народознавства Академії наук України","невідомий;Е. Шрайер, Станіславів;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2840
2841,Вид Головної вулиці від моста,1914-1915,Postcards,78_pict,Віктор Літевчук,Луцьк;Луцьк,"Вулиця, архітектура, забудова, міст, торгівля, люди",невідомий;невідомий;Віктор Літевчук,невідомий;невідомий;Віктор Літевчук,https://uma.lvivcenter.org/uk/photos/2841
2842,Площа Ринок,1918,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Чортків,"Площа, вулиця, забудова",невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,https://uma.lvivcenter.org/uk/photos/2842
2843,Церква,1928,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Чортків,"Церква, вулиця, огорожа, міська зелень","невідомий;""Рух"";Бібліотека Інституту народознавства Академії наук України","невідомий;""Рух"";Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2843
2844,Вид з замку,1930-1940,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Чортків,"Загальний вид, забудова, костел","невідомий;""Рух"";Бібліотека Інституту народознавства Академії наук України","невідомий;""Рух"";Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2844
2845,Замок Любарта Гедіміновича,1920-1925,Postcards,78_pict,Віктор Літевчук,Луцьк;Луцьк,"Панорама міста, забудова, замок, архітектура","невідомий;Ліберманн, Луцьк;Віктор Літевчук","невідомий;Ліберманн, Луцьк;Віктор Літевчук",https://uma.lvivcenter.org/uk/photos/2845
2846,Синагога Рабина,1930-1939,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Чортків,"Синагога, вулиця, люди","невідомий;""Рух"";Бібліотека Інституту народознавства Академії наук України","невідомий;""Рух"";Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2846
2848,Шевська майстерня в школі глухонімих,1905,Photograph,10_pict,Ігор Котлобулатов,Львів,"Школа, будівля, навчальний заклад, майстерня, люди",Марек Мюнц;невідомий;Ігор Котлобулатов,Марек Мюнц;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/2848
2849,Гімназисти на вулицях Львова,1930-1939,Photograph,10_pict,Ігор Котлобулатов,Львів,"Вулиця, забудова, гімназисти","невідомий;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов","невідомий;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/2849
2850,Університет,1900-1914,Photograph,10_pict,Ігор Котлобулатов,Львів,"Вулиця, забудова, університет, костел, бруківка",невідомий;невідомий;Ігор Котлобулатов,невідомий;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/2850
2853,Міська школа ім. Юзефа Бартоломея Зиморовича,1894-1900,Photograph,10_pict,Ігор Котлобулатов,Львів,"Вулиця, будівля, архітектура, школа",невідомий;невідомий;Ігор Котлобулатов,невідомий;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/2853
2854,Школа глухонімих,1905,Photograph,10_pict,Ігор Котлобулатов,Львів,"Вулиця, будівля, архітектура, школа",Марек Мюнц;невідомий;Ігор Котлобулатов,Марек Мюнц;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/2854
2855,Жінка з квітами,1925-1930,Photograph,10_pict,Ігор Котлобулатов,Львів,"Фотоательє, декорація, портрет, жінка, квіти",невідомий;Неопубліковані ресурси;Ігор Котлобулатов,невідомий;Неопубліковані ресурси;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/2855
2856,Портрет молодої жінки в капелюшку,1925-1930,Photograph,41_pict,Андрій Отко,Львів,"Портрет, жінка, капелюшок",Ян Отко;Неопубліковані ресурси;Андрій Отко,Ян Отко;Неопубліковані ресурси;Андрій Отко,https://uma.lvivcenter.org/uk/photos/2856
2857,"Прогулянка Тополевою алеєю вулиці Академічної, тепер пр. Шевченка",1935-1939,Photograph,10_pict,Ігор Котлобулатов,Львів,"Вулиця, забудова, алея, прогулянка, люди",невідомий;Неопубліковані ресурси;Ігор Котлобулатов,невідомий;Неопубліковані ресурси;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/2857
2858,Потрійний дитячий портрет,1900-1910,Photograph,10_pict,Ігор Котлобулатов,Болехів,"Фотоательє, портрет, діти","невідомий;Фотоательє ""Зофія"", Болехів;Ігор Котлобулатов","невідомий;Фотоательє ""Зофія"", Болехів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/2858
2859,Шлюбний портрет,1910-1913,Photograph,10_pict,Ігор Котлобулатов,Львів,"Ательє, декорація, шлюб, портрет, люди","Бернард  Геннер, Львів;Бернард Геннер-молодший, Львів;Ігор Котлобулатов","Бернард  Геннер, Львів;Бернард Геннер-молодший, Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/2859
2860,Портрет молодої жінки,1905-1911,Photograph,10_pict,Ігор Котлобулатов,Львів,"Фотоательє, портрет, жінка, декорація","Давід Мазур;Давід Мазур, Львів;Ігор Котлобулатов","Давід Мазур;Давід Мазур, Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/2860
2861,Портрет дівчини в капелюшку,1887-1905,Photograph,10_pict,Ігор Котлобулатов,Львів,"Ательє, портрет, аксесуари","Давід Мазур;Давід Мазур, Львів;Ігор Котлобулатов","Давід Мазур;Давід Мазур, Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/2861
2862,Портрет молодої подружньої пари,1894-1911,Photograph,10_pict,Ігор Котлобулатов,Львів,"Ательє, декорація, портрет, люди","Марцін Аппель;""Рембрандт"", Львів;Ігор Котлобулатов","Марцін Аппель;""Рембрандт"", Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/2862
2863,Повнофігурний портрет молодої жінки,1905-1914,Photograph,10_pict,Ігор Котлобулатов,Львів,"Ательє, декорація, портрет","невідомий;""Матейко"", Львів;Ігор Котлобулатов","невідомий;""Матейко"", Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/2863
2864,Портрет подружньої пари з трійком дітей,1887-1906,Photograph,10_pict,Ігор Котлобулатов,Львів,"Ательє, портрет, діти","Едвард Тшемеські;Едвард Тшемеські, Львів;Ігор Котлобулатов","Едвард Тшемеські;Едвард Тшемеські, Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/2864
2866,"Портрет немолодої жінки, що сидить на фоні декорацій",1904-1914,Photograph,10_pict,Ігор Котлобулатов,Львів,"Ательє, декорація,  портрет","невідомий;""Геліос"", Львів;Ігор Котлобулатов","невідомий;""Геліос"", Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/2866
2868,Повнофігурний портрет молодого франта,1908-1914,Photograph,10_pict,Ігор Котлобулатов,Львів,"Фотоательє, портрет",Мойжеш Фрухтманн;Неопубліковані ресурси;Ігор Котлобулатов,Мойжеш Фрухтманн;Неопубліковані ресурси;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/2868
2897,Замкова гора,1928 - 1930,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Косів,"Гора, місто, забудова, люди","невідомий;А. Крейсель, Косів;Бібліотека Інституту народознавства Академії наук України","невідомий;А. Крейсель, Косів;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2897
2898,Лічниця доктора Тарнавського,1903,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Косів,"Лічниця, гори, забудова",невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,невідомий;невідомий;Бібліотека Інституту народознавства Академії наук України,https://uma.lvivcenter.org/uk/photos/2898
2899,Міська гора,1900-1905,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Косів,"Гора, забудова, люди","невідомий;Абрагам С. Кветчер, Косів;Бібліотека Інституту народознавства Академії наук України","невідомий;Абрагам С. Кветчер, Косів;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2899
2900,Солеварні,1910-1914,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Косів,"Солеварні, будинки, ріка, міст, зима",невідомий;Й. Грушковський та Спілка;Бібліотека Інституту народознавства Академії наук України,невідомий;Й. Грушковський та Спілка;Бібліотека Інституту народознавства Академії наук України,https://uma.lvivcenter.org/uk/photos/2900
2901,Вид солеварні,1910-1914,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Косів,"Промислове підприємство, забудова, панорама","невідомий;Якуб Оренштайн, Коломия;Бібліотека Інституту народознавства Академії наук України","невідомий;Якуб Оренштайн, Коломия;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2901
2902,Народний Дім,1911,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Косів,"Народний Дім, будинок, архітектура","невідомий;Товариство ""Руський Народний Дім"", Косів;Бібліотека Інституту народознавства Академії наук України","невідомий;Товариство ""Руський Народний Дім"", Косів;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2902
2903,Загальний вид,1903,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Косів,"Панорама, забудова, місто","невідомий;Абрагам С. Кветчер, Косів;Бібліотека Інституту народознавства Академії наук України","невідомий;Абрагам С. Кветчер, Косів;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2903
2904,Ринок,1924,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Косів,"Ринок, торгівля, крамниці, забудова, люди","невідомий;Е. Шрайер, Відень;Бібліотека Інституту народознавства Академії наук України","невідомий;Е. Шрайер, Відень;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2904
2905,Народний дім,1930-1939,Postcards,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Копичинці,"Будинок, люди","невідомий;С. Вайссглясс, Копичинці;Бібліотека Інституту народознавства Академії наук України","невідомий;С. Вайссглясс, Копичинці;Бібліотека Інституту народознавства Академії наук України",https://uma.lvivcenter.org/uk/photos/2905
